Shipment#,Sales,Operations,Carrier legalName,Carrier displayName,Nature of Goods,Considerable Charging Unit,Origin Port,Commodity,Destination Port,isHouseholdGoods,isUsedGoods,isHazardous,isPerishable,isVehicle,Origin State,Destination State,Destination country,createdDate,shipmentStatus
MAT234127,Alexander Young,Ava Garcia,Air India,Air India / SFO *,General,313821,SFO,Pizza Loader,BLR,No,No,No,No,No,California,Karnataka,India,2023-06-15T22:49:59.463Z,Completed
MAT234692,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,4480,SFO,"CPU Cooler/Fan	

",BLR,No,No,No,No,No,California,Karnataka,India,2023-07-13T15:00:42.763Z,Completed
MAT234837,Maya Davis,Ethan Wright,British Airways,British Airways/SFO *,General,187187,ORD,Raw Material,MRS,No,No,No,No,No,Illinois,Provence-Alpes-Côte dAzur,France,2023-07-19T17:37:32.407Z,Completed
MAT235797,Evelyn Martin,Michael Miller,British Airways,British Airways / SFO *,General,46606,LAX,"Essential Oils
Shipment contains LITHIUMION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967 as per attached lithium dec",DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-09-01T12:45:54.388Z,Completed
MAT236746,Blake Garcia,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,General,291914,BOS,"PTFE GRAY TUBE
AS PER PROFORMA INVOCE NO: 99515565 DATED 20.12.2022
HSN CODE: 39173290",BLR,No,No,No,No,No,Massachusetts,Karnataka,India,2023-10-18T08:04:38.593Z,Completed
MAT240161,Luna Robinson,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,Other,75039,IAD,HHG,MAA,No,No,No,No,No,District of Columbia,Tamil Nadu,India,2024-01-09T15:54:09.053Z,Released
MAT240835,Maya Davis,Penelope Brooks,Turkish Airlines,Turkish Airlines / JFK*,Other,258285,MIA,Essential Oils ,DXB,No,No,No,No,No,Florida,Al Garhoud,United Arab Emirates,2024-02-06T19:44:29.513Z,Released
MAT240935,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,18320,ATL,Self Adhesive Sheets of Plastic   ,HYD,No,No,No,No,No,Georgia,Andhra Pradesh,India,2024-02-12T10:54:22.160Z,Released
MAT240978,Lucas Thompson,Ava Garcia,Air India,Air India / SFO*,General,269417,ORD,MANUS -BOND WHITE ADHESIVE SEALANT,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2024-02-13T12:46:29.006Z,Released
MAT241376,Lucas Thompson,Ava Garcia,British Airways,British Airways / SFO *,General,49722,JFK,STEEL BAR,BLR,No,No,No,No,No,New York,Karnataka,India,2024-03-01T12:27:02.528Z,Released
MAT241468,Lucas Thompson,Ava Garcia,Air India,Air India / SFO*,General,233223,ORD,MANUS -BOND WHITE ADHESIVE SEALANT,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2024-03-05T14:11:31.940Z,Released
MAT241934,Riley Bennett,Michael Miller,Kuwait Airways,Kuwait Airways,General,229659,PIT,Breathing Appliances And Gas Masks,KWI,No,No,No,No,No,Pennsylvania,Farwaniya,Kuwait,2024-03-25T12:22:27.240Z,Released
MAT211956,Aurora Patel,Liam Hernandez,Air India,Air India / SFO *,Other,124252,SFO,OTC Homeopathic Oral treatment,BOM,No,No,No,No,No,California,Maharashtra,India,2021-04-16T17:40:14.705Z,Completed
MAT212176,Blake Garcia,Charlotte Jackson,Qatar Airways,Qatar Airways / LAX *,Other,283272,LAX,Four commercial Truck Tires,ADD,No,No,No,No,No,California,Addis Ababa,Ethiopia,2021-04-29T14:51:08.178Z,Completed
MAT214027,Chloe Anderson,Charlotte Jackson,Air India,Air India / SFO *,Other,70061,ORD,General Cargo,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2021-07-20T17:24:31.219Z,Completed
MAT215396,Noah Miller,Mia Garcia,All Nippon Airways ,All Nippon Airways/LAX *,Dangerous Goods,74053,LAX,"UN3481, Lithium ion batteries contained in equipment, class 9, PI967, section I",BKK,No,No,Yes,No,No,California,Bangkok,Thailand,2021-09-15T22:02:14.864Z,Completed
MAT215564,Blake Garcia,Mia Garcia,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,265247,MIA,"Laptops, Computer Accessories & Peripherals and ION Battery (LITHIUM-ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967)",DXB,No,No,No,No,No,Florida,Al Garhoud,United Arab Emirates,2021-09-23T12:41:02.022Z,Completed
MAT222972,Blake Garcia,Evelyn Jones,Air India,Air India / SFO *,Other,135000,ORD,HIGH TEMP 095 COIL,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2022-05-25T19:45:55.794Z,Completed
MAT223340,Aurora Patel,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,73392,LAX,Garments,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2022-06-09T22:53:41.694Z,Completed
MAT223999,Aurora Patel,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,201815,MIA,Garments,DXB,No,No,No,No,No,,,United Arab Emirates,2022-07-13T18:28:56.962Z,Completed
MAT234112,Alexander Young,Benjamin Lee,Turkish Airlines,Turkish Airlines / JFK*,General,112792,ATL,General cargo,KWI,No,No,No,No,No,Georgia,Farwaniya,Kuwait,2023-06-15T18:56:17.197Z,Completed
MAT214426,Chloe Anderson,Liam Hernandez,Air India,Air India / SFO *,Other,42805,IAD,General cargo,BOM,No,No,No,No,No,District of Columbia,Maharashtra,India,2021-08-05T10:59:35.388Z,Completed
MAT233414,Evelyn Martin,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,64067,DFW,"Carbon black, zinc Oxide, Epoxidized
soybean oil",MAA,No,No,No,No,No,Texas,Tamil Nadu,India,2023-05-17T20:09:10.767Z,Completed
MAT235053,Evelyn Martin,Sophia Thomas,Royal Jordanian,Royal Jordanian / JFK,General,156890,DFW,"Printer Parts	",CAI,No,No,No,No,No,Texas,Cairo,Egypt,2023-07-31T07:26:19.845Z,Completed
MAT236023,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,231887,DFW,WINCH,BOM,No,No,No,No,No,Texas,Maharashtra,India,2023-09-13T11:53:09.483Z,Completed
MAT237668,Maya Davis,Sophia Thomas,Air Canada Cargo,Air Canada Cargo *,General,79804,ORD,Forensic Recovery of Evidence Device,DEL,No,No,No,No,No,Illinois,Punjab,India,2023-12-01T14:45:01.972Z,Completed
MAT223686,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,General,102032,LAX,"SUNGLASS ACCESSORIES					
SUNGLASSES					
SUNGLASS DISPLAYS					 ",MLE,No,No,No,No,No,,,Maldives,2022-06-28T22:23:19.411Z,Completed
MAT212557,Aurora Patel,Liam Hernandez,Turkish Airlines,Turkish Airlines/JFK *,Other,4933,ORD,"YMD-9836, HOSE ASSEMBLY 134"" LG			",KUL,No,No,No,No,No,Illinois,Selangor,Malaysia,2021-05-21T14:33:58.485Z,Completed
MAT211357,Aurora Patel,Liam Hernandez,Qatar Airways,Qatar Airways / LAX *,Other,51035,MIA,Injection Pipettes,IKA,No,No,No,No,No,Florida,Tehran,Iran,2021-03-16T13:50:24.914Z,Completed
MAT212675,Blake Garcia,Daniel Young,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,135069,JFK,Oxygen Concentrators,AMD,No,No,No,No,No,New York,Gujarat,India,2021-05-26T16:17:38.464Z,Completed
MAT220330,Ethan Baker,Harper Johnson,Turkish Airlines,Turkish Airlines/JFK *,Other,149842,ORD,Concrete Test Equipment,SIN,No,No,No,No,No,Illinois,Changi,Singapore,2022-01-18T19:15:41.011Z,Completed
MAT234073,Evelyn Martin,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,155143,JFK,Stainless Steel Rectangular Tray,DOH,No,No,No,No,No,New York,Doha,Qatar,2023-06-14T13:02:59.583Z,Completed
MAT230570,Lucas Thompson,Evelyn Jones,GULF AIR,GULF AIR / JFK *,General,16203,IAH,"Impeller,Shaft,Wear Pad,Sleeve,Gasket,O-Ring,Bearing, Inboard MCM",DMM,No,No,No,No,No,Texas,Dammam,Saudi Arabia,2023-01-24T13:17:04.576Z,Claims
MAT233460,Blake Garcia,Ethan Wright,Air India,Air India / SFO *,Other,126101,SLC,3.4 OZ BRUSH ON ULTRA HOLD ADHESIVE,HYD,No,No,No,No,No,Utah,Andhra Pradesh,India,2023-05-19T05:48:18.151Z,Completed
MAT236235,Lucas Thompson,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,105203,JFK,Iron Bar,HYD,No,No,No,No,No,New York,Andhra Pradesh,India,2023-09-22T10:19:27.826Z,Completed
MAT236895,Evelyn Martin,Evelyn Jones,Kuwait Airways,Kuwait Airways,Other,128853,MIA,"Ds Dandrene Shampoo 205ml Us / Non-Stackable
",KWI,No,No,No,No,No,Florida,Farwaniya,Kuwait,2023-10-25T10:18:00.376Z,Completed
MAT238069,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines / JFK*,General,109190,BOS,Underwater Lift Bags,BLR,No,No,No,No,No,Massachusetts,Karnataka,India,2023-12-19T11:07:35.105Z,Completed
MAT240734,Maya Davis,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,Other,158114,LAX,Plastics Parts,BLR,No,No,No,No,No,California,Karnataka,India,2024-02-01T18:41:58.387Z,Released
MAT210319,Aurora Patel,Liam Hernandez,China Southern Airlines,China Southern Airlines *,Other,203305,LAX,Optical head EMMI Camera 1340nm laser OPTOMatrix,PVG,No,No,No,No,No,California,Shanghai Municipality,China,2021-01-18T17:07:55.793Z,Completed
MAT213352,Aurora Patel,Charlotte Jackson,Ethiopian airlines,Ethiopian airlines,Other,108779,ORD,auto parts,JNB,No,No,No,No,No,Illinois,Gauteng,South Africa,2021-06-24T11:43:12.147Z,Completed
MAT217915,Chloe Anderson,Liam Hernandez,Air India,Air India / SFO *,Other,279370,SFO,General Cargo,DEL,No,No,No,No,No,California,Punjab,India,2021-12-29T18:35:57.195Z,Completed
MAT223478,Aurora Patel,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Other,78639,DFW,WAFER REPACK WZ-50X,MCT,No,No,No,No,No,,,Oman,2022-06-16T22:30:58.565Z,Claims
MAT230289,Blake Garcia,Benjamin Lee,British Airways,British Airways/SFO *,Other,80714,CLT,USED SLIMMING DEVICE,DXB,No,No,No,No,No,North Carolina,Al Garhoud,United Arab Emirates,2023-01-13T10:34:03.366Z,Completed
MAT231078,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines / JFK*,General,285897,DFW,Medical Dressing,DOH,No,No,No,No,No,Texas,Doha,Qatar,2023-02-14T10:56:32.721Z,Completed
MAT231413,Lucas Thompson,Evelyn Jones,Air India,Air India / SFO *,Other,308514,JFK,Copper Alloy,BOM,No,No,No,No,No,New York,Maharashtra,India,2023-03-01T13:09:04.322Z,Completed
MAT232181,Lucas Thompson,Evelyn Jones,British Airways,British Airways/SFO *,General,150464,BOS,Fire Alarm parts,DOH,No,No,No,No,No,Massachusetts,Doha,Qatar,2023-03-28T11:43:44.977Z,Completed
MAT234257,Lucas Thompson,Ava Garcia,British Airways,British Airways/SFO *,General,26117,IAH,Iron Tube,BOM,No,No,No,No,No,Texas,Maharashtra,India,2023-06-22T12:22:44.417Z,Completed
MAT235470,Ethan Baker,Amelia Robinson,Turkish Airlines,Turkish Airlines / JFK*,Other,7800,ORD,UN0014 1.4S,SIN,No,No,Yes,No,No,Illinois,Changi,Singapore,2023-08-17T19:51:55.917Z,Completed
MAT241744,Maya Davis,Noah Patel,British Airways,British Airways / SFO *,General,35931,LAX,Motocycle parts,SIN,No,No,No,No,No,California,Changi,Singapore,2024-03-15T14:19:57.140Z,Released
MAT242723,Alexander Young,Evelyn Walker,Air Canada Cargo,Air Canada Cargo *,General,112420,ORD,General cargo,DEL,No,No,No,No,No,Illinois,Punjab,India,2024-04-24T15:39:27.890Z,Invoiced
MAT211106,Blake Garcia,Charlotte Jackson,Mercury Air Cargo,Mercury Air Cargo,Other,59536,SEA,Lunar Alloy,MEX,No,No,No,No,No,Washington,Mexico,Mexico,2021-03-03T22:27:05.540Z,Completed
MAT217483,Avery Allen,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,44845,ORD,Photographic Print with Metal Frame,BOM,No,No,No,No,No,Illinois,Maharashtra,India,2021-12-10T21:18:16.692Z,Completed
MAT225841,Lucas Thompson,Evelyn Jones,Air India,Air India / SFO *,General,233353,JFK,RHODAX ALUMINA,BOM,No,No,No,No,No,New York,Maharashtra,India,2022-10-11T12:53:09.385Z,Completed
MAT210738,Chloe Anderson,Liam Hernandez,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,215326,MIA,General Cargo,JED,No,No,No,No,No,Florida,Mecca,Saudi Arabia,2021-02-09T15:53:34.677Z,Completed
MAT223872,Lucas Thompson,Joseph Gonzalez,Turkish Airlines,Turkish Airlines/JFK *,General,145450,LAX,"EARTH BONDING PT CORD,CONICAL,",BLR,No,No,No,No,No,,,India,2022-07-07T15:44:04.362Z,Completed
MAT236121,Maya Davis,James Moore,Lufthansa Cargo,Lufthansa Cargo / JFK *,General,92439,IAD,Fixed Mount Marine Radio Black,MLE,No,No,No,No,No,District of Columbia,Malé,Maldives,2023-09-16T04:03:23.903Z,Completed
MAT236836,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,107834,DFW,Video Projector Kit,AMS,Yes,No,No,No,No,Texas,Noord-Holland,Netherlands,2023-10-23T11:16:53.698Z,Completed
MAT237098,Alexander Young,Penelope Brooks,Philippine Airlines Cargo,Philippine Airlines Cargo / MIA *,Household/Personal Goods,8005,LAX,"HANDBAGS, DRESSES. PANTS/SHORTS, SHOES, WOMENS, SANDALS, SHIRTS, WALLETS, ACCESSORIES",MNL,Yes,No,No,No,No,California,Metro Manila,Philippines,2023-11-02T22:00:57.081Z,Completed
MAT237175,Lucas Thompson,Evelyn Jones,Air India,Air India / SFO*,General,117126,ORD,Medical Tape/Supplies - Non Stackable cargo,HYD,No,No,No,No,No,Illinois,Andhra Pradesh,India,2023-11-07T09:44:10.187Z,Completed
MAT240527,Matthew Johnson,Luna Miller,Air India,Air India / SFO*,General,50330,SFO,Components and Parts,DEL,No,No,No,No,No,California,Punjab,India,2024-01-24T23:16:50.919Z,Completed
MAT203243,Aurora Patel,Charlotte Jackson,Egypt Air Cargo,Egypt Air Cargo / JFK *,Other,173073,JFK,Turmeric Oleoresin,LOS,No,No,No,No,No,New York,Anambra,Nigeria,2020-12-10T17:50:13.992Z,Completed
MAT221878,Blake Garcia,Daniel Young,Air India,Air India / SFO *,Other,36964,JFK,Driving Light Mount,BLR,No,No,No,No,No,New York,Karnataka,India,2022-03-31T11:28:05.992Z,Completed
MAT213392,Aurora Patel,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,124294,MIA,TRACTOR PARTS (Non-DG),NBO,No,No,No,No,No,Florida,Nairobi,Kenya,2021-06-25T15:57:34.796Z,Completed
MAT223902,Blake Garcia,Evelyn Jones,Air India,Air India / SFO *,Machinery,89610,ORD,PARTS FOR TUNNEL BORING MACHINE,DEL,No,No,No,No,No,,,India,2022-07-08T10:43:51.401Z,Completed
MAT225812,Aurora Patel,Caleb Walker,Qatar Airways,Qatar Airways / LAX *,General,194838,PHL,"Burley Child Seat, Axiom Transit Rack Included - Black
Replacement Parts - Coast - Saddle - Brown SR (new style)
1-1/8"" Headset Cartridge Bearings",MLE,No,No,No,No,No,Pennsylvania,Malé,Maldives,2022-10-10T17:18:26.057Z,Completed
MAT227417,Blake Garcia,Sophia Thomas,Egypt Air Cargo,Egypt Air Cargo / JFK *,General,163294,LAX,Two submersible Dewatering pumps 7.5HP,DMM,No,No,No,No,No,California,Dammam,Saudi Arabia,2022-12-08T07:23:00.138Z,Completed
MAT231258,Benjamin Lewis,Zoe Brown,Turkish Airlines,Turkish Airlines / JFK*,Other,237648,IAD,Store supplies,DAR,No,No,No,No,No,District of Columbia,Dar es Salaam,Tanzania,2023-02-22T23:03:13.851Z,Completed
MAT231640,Alexander Young,Mia Garcia,Air Canada Cargo,Air Canada Cargo/SFO *,General,242386,ORD,Core Case sets,DEL,No,No,No,No,No,Illinois,Punjab,India,2023-03-08T19:47:32.053Z,Completed
MAT231753,Lucas Thompson,Ava Garcia,American Airlines Cargo,American Airlines Cargo/ORD *,General,310879,PDX,Lab Consumable Supplies,DOH,No,No,No,No,No,Oregon,Doha,Qatar,2023-03-13T14:50:07.079Z,Completed
MAT235004,Michael Young,Amelia Robinson,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,234686,LAX,"Personal Effects, Cloths, Toys, medicines


4@ 24x18x27

1@ 24x20x16

1@ 29x19x12",AUH,Yes,Yes,No,No,No,California,Abu Dhabi,United Arab Emirates,2023-07-27T19:58:05.666Z,Completed
MAT235332,Blake Garcia,Michael Miller,Emirates Sky Cargo,Emirates Sky Cargo / SFO *,Other,296550,JFK,Garment Accessories,LHE,No,No,No,No,No,New York,Punjab,Pakistan,2023-08-11T15:21:37.150Z,Completed
MAT235536,Evelyn Martin,Michael Miller,British Airways,British Airways/SFO *,Other,230449,MCO,Essential Oils ,DXB,No,No,No,No,No,Florida,Al Garhoud,United Arab Emirates,2023-08-22T10:51:22.587Z,Completed
MAT237041,Evelyn Martin,Penelope Brooks,British Airways,British Airways / SFO *,Other,141667,BOS,"Motorboat Stand 25-38"", Galvanized W Gtop",MLE,No,No,No,No,No,Massachusetts,Malé,Maldives,2023-11-01T08:06:14.257Z,Completed
MAT238168,Lucas Thompson,Evelyn Jones,Turkish Airlines,Turkish Airlines / JFK*,General,152029,LAX,Medical Instrument,DOH,No,No,No,No,No,California,Doha,Qatar,2023-12-22T11:13:41.426Z,Completed
MAT240294,Riley Bennett,Evelyn Jones,GULF AIR,GULF AIR / JFK *,General,214482,BOS,"General Cargo
 Pallets Are Non-stackable And Non-hazardous, Fragile Handle With Care.",DMM,No,No,No,No,No,Massachusetts,Dammam,Saudi Arabia,2024-01-15T16:32:38.482Z,Released
MAT241384,Alexander Young,Michael Miller,Emirates Sky Cargo / SFO *,Emirates Sky Cargo / SFO *,Other,65515,LAX,Electric Wheelchair,JNB,No,No,No,No,No,California,Gauteng,South Africa,2024-03-01T14:12:44.190Z,Released
MAT210962,Matthew Johnson,Luna Miller,All Nippon Airways ,All Nippon Airways/LAX *,Machinery,35323,SFO,Irrigation Equipment,NRT,No,No,No,No,No,California,Chiba,Japan,2021-02-24T23:39:40.523Z,Completed
MAT211715,Noah Miller,Daniel Young,All Nippon Airways ,All Nippon Airways/LAX *,Other,76082,LAX,Hardware ,SGN,No,No,No,No,No,California,Thái Bình,Vietnam,2021-04-02T18:05:02.570Z,Completed
MAT222484,Blake Garcia,Evelyn Jones,Turkish Airlines,Turkish Airlines/JFK *,Household/Personal Goods,148700,MIA,"Laptops, Computer Accessories & Peripherals and ION Battery (LITHIUM-ION BATTERIES IN COMPLIANCE UN3481 CONTAINS iN 967 OF SECTION II)",BEY,Yes,No,No,No,No,Florida,Beirut,Lebanon,2022-05-03T12:28:46.621Z,Completed
MAT230469,Aurora Patel,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,General,9355,MIA,Audio Video Cable,KUL,No,No,No,No,No,Florida,Selangor,Malaysia,2023-01-19T21:31:13.810Z,Completed
MAT233032,Evelyn Martin,Benjamin Lee,Oman Air Cargo Inc,Oman Air Cargo Inc,General,312676,ORD,General Cargo,MCT,No,No,No,No,No,Illinois,Muscat,Oman,2023-05-02T19:24:36.103Z,Completed
MAT216500,Aurora Patel,Daniel Young,Turkish Airlines,Turkish Airlines/JFK *,Other,102884,MIA,Gift,HAN,No,No,No,No,No,Florida,Hà Nội,Vietnam,2021-11-01T22:52:04.419Z,Completed
MAT221958,Ethan Baker,Mia Garcia,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,Other,210705,ORD,Non-Hazardous,SIN,No,No,No,No,No,Illinois,Changi,Singapore,2022-04-05T17:52:26.997Z,Completed
MAT231455,Lucas Thompson,Evelyn Jones,Air India,Air India / SFO *,General,112872,SFO,Machines for Semiconducto,BLR,No,No,No,No,No,California,Karnataka,India,2023-03-02T11:30:24.432Z,Completed
MAT237743,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,Other,220307,IAD,Skincare cleansers and lotions // Non DG ,DWC,No,No,No,No,No,District of Columbia,Dubai,United Arab Emirates,2023-12-06T13:16:16.531Z,Completed
MAT225109,Ethan Baker,Benjamin Lee,China Airlines Cargo,China Airlines Cargo / SFO *,Other,183758,SFO,"UN3082- Environmentally hazardous
UN1268-Petroleum distillates
UN1999-Tars, liquid
UN1044-Fire extinguishers
UN1950-Aerosols",MNL,No,No,Yes,No,No,California,Metro Manila,Philippines,2022-09-09T20:33:52.760Z,Completed
MAT231183,Blake Garcia,William Johnson,Turkish Airlines,Turkish Airlines / JFK*,General,200468,JFK,Semi conductors,HYD,No,No,No,No,No,New York,Andhra Pradesh,India,2023-02-20T09:23:09.914Z,Completed
MAT233181,Ethan Baker,Logan Martin,Tap Air Portugal Cargo,Tap Air Portugal Cargo / EWR *,Other,62434,SFO,"Instrument and Apparatus 
UN3481 PI967 SEC II",MUC,No,No,No,No,No,California,Bavaria,Germany,2023-05-08T18:20:04.407Z,Completed
MAT234540,Evelyn Martin,Ethan Wright,China Airlines Cargo,China Airlines Cargo / SFO *,General,269834,LAX,"Water treatment Components -Non stackable

Non hazardous

M-U4040PAN
M-U4040PES
HS Code: 842121
",CGK,No,No,No,No,No,California,Banten,Indonesia,2023-07-07T11:25:20.443Z,Completed
MAT237416,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,46593,BOS,Automated Chemistry Analyzer,SGN,No,No,No,No,No,Massachusetts,Thái Bình,Vietnam,2023-11-20T11:48:29.781Z,Completed
MAT240360,Lucas Thompson,Evelyn Jones,British Airways,British Airways / SFO *,General,292580,MSP,Machinery Parts -Tools,BLR,No,No,No,No,No,Minnesota,Karnataka,India,2024-01-18T11:26:51.632Z,Released
MAT241319,Lucas Thompson,Noah Patel,Turkish Airlines,Turkish Airlines / JFK*,General,299694,ATL,ROPES FOR CLIMBING AND RESCUE,BOM,No,No,No,No,No,Georgia,Maharashtra,India,2024-02-28T12:30:32.145Z,Released
MAT242296,Lucas Thompson,Elijah Allen,Turkish Airlines,Turkish Airlines / JFK*,General,299541,LAX,Used Machine,BOM,No,No,No,No,No,California,Maharashtra,India,2024-04-08T14:39:48.224Z,Invoiced
MAT242783,Maya Davis,Noah Patel,Gulf Air,Gulf Air / JFK*,Other,72174,LAX,E-Liquids,BAH,No,No,No,No,No,California,,Bahrain,2024-04-25T21:41:45.149Z,Invoiced
MAT221150,Matthew Johnson,Luna Miller,Qatar Airways,Qatar Airways / LAX *,Machinery,96794,SFO,Irrigation Equipment,DOH,No,No,No,No,No,California,Doha,Qatar,2022-02-23T21:04:24.446Z,Completed
MAT222589,Blake Garcia,Evelyn Jones,Pakistan International Airlines,Pakistan International Airlines,Other,107976,ORD,Seamless Pipe ASTM A106-B BLK PE,DMM,No,No,No,No,No,Illinois,Dammam,Saudi Arabia,2022-05-09T07:31:41.512Z,Completed
MAT221698,Aurora Patel,Evelyn King,Turkish Airlines,Turkish Airlines/JFK *,Other,255038,ORD,Aluminium Flat rolled sheet,BLR,No,No,No,No,No,Illinois,Karnataka,India,2022-03-22T16:31:59.009Z,Completed
MAT227309,Aurora Patel,William Johnson,British Airways,British Airways/SFO *,General,221531,ORD,INORGANIC COMPOUNDS,BAH,No,No,No,No,No,Illinois,,Bahrain,2022-12-02T20:22:49.869Z,Completed
MAT223593,Aurora Patel,Mia Garcia,Turkish Airlines,Turkish Airlines/JFK *,Other,73419,SFO,Electrical Goods ,KUL,No,No,No,No,No,,,Malaysia,2022-06-23T13:43:02.822Z,Completed
MAT230725,Nora Brown,William Johnson,Lufthansa Cargo,Lufthansa Cargo / JFK *,General,274972,IAH,General Cargo,ABZ,Yes,No,No,No,No,Texas,Aberdeen City,United Kingdom,2023-01-30T20:34:22.982Z,Completed
MAT234290,Alexander Young,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,238392,MIA,Audio Video Cables ,KUL,No,No,No,No,No,Florida,,Malaysia,2023-06-23T17:40:47.481Z,Completed
MAT235625,Matthew Johnson,Luna Miller,Philippine Airlines Cargo,Philippine Airlines Cargo/MIA *,General,38722,SFO,"Commodity: Irrigation Equipment
",RUH,No,No,No,No,No,California,Riyadh,Saudi Arabia,2023-08-24T20:41:57.372Z,Completed
MAT236496,Maya Davis,Evelyn Jones,Turkish Airlines,Turkish Airlines / JFK*,General,247374,ATL,Radiator / Non-Stackable,MAA,No,No,No,No,No,Georgia,Tamil Nadu,India,2023-10-05T18:15:26.363Z,Completed
MAT237081,Evelyn Martin,Ethan Wright,Turkish Airlines,Turkish Airlines / JFK*,Other,221216,SFO,"Alpha XD Laser Transmitter,
",DXB,No,No,No,No,No,California,Al Garhoud,United Arab Emirates,2023-11-02T11:36:20.051Z,Completed
MAT210875,Chloe Anderson,Daniel Young,Etihad Crystal Cargo,Etihad Crystal Cargo / LAX *,Other,91226,JFK,General Cargo,DXB,No,No,No,No,No,New York,Al Garhoud,United Arab Emirates,2021-02-18T18:59:17.456Z,Cancel
MAT224071,Aurora Patel,Benjamin Lee,Turkish Airlines,Turkish Airlines/JFK *,General,254633,LAX,Skin Care,HAN,No,No,No,No,No,,,Vietnam,2022-07-15T20:03:41.791Z,Completed
MAT221439,Aurora Patel,Daniel Young,Qatar Airways,Qatar Airways,Other,65984,ATL,PARTS OF NON-AIRCRAFT GAS TURBINE,MCT,No,No,No,No,No,Georgia,Muscat,Oman,2022-03-10T21:05:33.371Z,Claims
MAT232657,Blake Garcia,Ava Garcia,Turkish Airlines,Turkish Airlines / JFK*,General,16502,DFW,"BRZ BALL VALVES,
BRZ CHECK VALVES &
SS GLOBE VALVE",BOM,No,No,No,No,No,Texas,Maharashtra,India,2023-04-17T07:41:49.601Z,Completed
MAT233070,Alexander Young,Benjamin Lee,British Airways,British Airways/SFO *,Other,219595,LAX,General Cargo,KWI,No,No,No,No,No,California,Farwaniya,Kuwait,2023-05-03T15:04:40.047Z,Completed
MAT234568,Blake Garcia,Ethan Wright,Royal Jordanian,Royal Jordanian / JFK,General,221398,ATL,Printing ink,AMM,No,No,No,No,No,Georgia,Amman,Jordan,2023-07-10T05:03:26.765Z,Completed
MAT234792,Blake Garcia,Nora Williams,Air India,Air India / SFO *,General,158029,LAX,Heart Lung Machine for Charity,BLR,No,No,No,No,No,California,Karnataka,India,2023-07-18T17:54:34.379Z,Cancel
MAT236976,Lucas Thompson,Evelyn Jones,Air Canada Cargo,Air Canada Cargo / SFO *,Other,96567,MSP,"DVTS -100 Vacuum Tumbler 
",DXB,No,No,No,No,No,Minnesota,Al Garhoud,United Arab Emirates,2023-10-30T12:10:13.048Z,Completed
MAT234472,Lucas Thompson,Sophia Thomas,Turkish Airlines,Turkish Airlines / JFK*,General,140775,ORD,Used Laptops / LITHIUM ION BATTERIES IN COMPLIANCE WITH SECTION II OF PI 967 UN#3481,DXB,No,No,No,No,No,Illinois,Al Garhoud,United Arab Emirates,2023-07-05T15:54:14.723Z,Completed
MAT235164,Lucas Thompson,Ava Garcia,Etihad Airways,Etihad Airways / LAX *,General,134433,ORD,Wheel Parts,HAM,No,No,No,No,No,Illinois,Hamburg,Germany,2023-08-03T12:50:45.618Z,Completed
